dsbNDiYoKQsacbxNxNtk{ev`CT?aSPCKkGweY_Pra?fj_CnMGBnPkDUcw`XwfDDlBYPNTlCmoJdFJQAt_vGc|HVAcXdsaJIXzAaeBNT_deKreGsq	4	6.4687918 	4	0.6037735849056604
dsbNDiYoKQsacbxNxNtk{ev`CT?aSPCKkGweY_Pra?fj_CnMGBnPkDUcw`XwfDDlBYPNTlCmoJdFJQAt_vGc|HVAcXdsaJIXzAaeBNT_deKreGsq	4	6.4687918 	4	0.6037735849056604
dsbvUyzutx~@}ChsWtNaMyHjUCD[CIS|ss^[Gt{qH^Xb]HTFYLSO[lnCLhzPRSsAS\F?Ll@NFzd@lNoWYkyoQQmYxDgixbW]IjKfibkIjiIewImj	4	6.1084861 	4	0.6037735849056604
dsb~u]vnEs]KyW~B^Q\ISolAgYM_waZI{ra~JS|AdZSefmKQuyXDJpo`Yssa@l[bGRtaXSY[YHSwswjH`lR\bHNPvB[SJmofPQmxb_RV^QE`FV^B	4	6.0827827 	4	0.6037735849056604
dvzLmqxnUt}_y`bhqwvDoxUB`DV@DQ|Jg~BiN}DQ~oTE\JgR[MhGlbvGhqvPSRnQTCZ{G?l{hOAfu`WeigNcKiiFlSphCfxXMCW~_Budtt?Fqttt	4	6.1084633 	4	0.6037735849056604
d|rDMelmEo~k}wfarqeiaiiJawVIoPfFlLdnTrc`\kWjqUlNbQ|@]se?^dbGizEPAmxKPoO~PjOQ|R_hPwwsJPYY\GthHyiH]ENiIGZCV~IHMPV}	4	6.0571821 	4	0.6037735849056604
d|u}uIbds\tutqzW][Fog}AahGu`aPhl|JN^?|l_J][_Xux@LrkOMlhcJhwrIfaHWjYGo}[OLy{sOfpPRguLPPi[fEwS{UWz@ZPrdOebvTT?qfvT	4	6.0571763 	4	0.6037735849056604
d~rEMRit\ESgm`fQPjtdZ`nq{XCvKJWXh[FgTqQrUUHLL`]TdDz[Mi]K{iDAuda`?vbq{Wd^pxkTLh_\Feu?pVW]PC][hyoTpx[lCmcrK|JKrPM{	4	6.0827623 	4	0.6037735849056604
dsbvUyzutx~@}ChsWtNaMyHjUCD[CIS|ss^[Gt{qH^Xb]HTFYLSO[lnCLhzPRSsAS\F?Ll@NFzd@lNoWYkyoQQmYxDgixbW]IjKfibkIjiIewImj	4	6.1084861 	4	0.6037735849056604
dsb~u]vnEs]KyW~B^Q\ISolAgYM_waZI{ra~JS|AdZSefmKQuyXDJpo`Yssa@l[bGRtaXSY[YHSwswjH`lR\bHNPvB[SJmofPQmxb_RV^QE`FV^B	4	6.0827827 	4	0.6037735849056604
dvzLmqxnUt}_y`bhqwvDoxUB`DV@DQ|Jg~BiN}DQ~oTE\JgR[MhGlbvGhqvPSRnQTCZ{G?l{hOAfu`WeigNcKiiFlSphCfxXMCW~_Budtt?Fqttt	4	6.1084633 	4	0.6037735849056604
d|rDMelmEo~k}wfarqeiaiiJawVIoPfFlLdnTrc`\kWjqUlNbQ|@]se?^dbGizEPAmxKPoO~PjOQ|R_hPwwsJPYY\GthHyiH]ENiIGZCV~IHMPV}	4	6.0571821 	4	0.6037735849056604
d|u}uIbds\tutqzW][Fog}AahGu`aPhl|JN^?|l_J][_Xux@LrkOMlhcJhwrIfaHWjYGo}[OLy{sOfpPRguLPPi[fEwS{UWz@ZPrdOebvTT?qfvT	4	6.0571763 	4	0.6037735849056604
d~rEMRit\ESgm`fQPjtdZ`nq{XCvKJWXh[FgTqQrUUHLL`]TdDz[Mi]K{iDAuda`?vbq{Wd^pxkTLh_\Feu?pVW]PC][hyoTpx[lCmcrK|JKrPM{	4	6.0827623 	4	0.6037735849056604
d}nMTmur]VuwlhyS}QepYnAj^BF\GfjOQzo_PvXw\s~a\u{H\rxTM{wKT|sGyl}BIvVW\`dj|QkRm[wrDztSmP]vdSR{eiZGzP[ubRVI{fILvFTf	4	5.7197457 	4	0.6037735849056604
d}nMTmur]VuwlhyS}QepYnAj^BF\GfjOQzo_PvXw\s~a\u{H\rxTM{wKT|sGyl}BIvVW\`dj|QkRm[wrDztSmP]vdSR{eiZGzP[ubRVI{fILvFTf	4	5.7197457 	4	0.6037735849056604
